233,Out of Control,2003,Comedy | Drama | Romance,Brande Roderick | Noemi Besedes | Hrishitaa Bhatt | Ritesh Deshmukh,2
234,Aanch,2003,Drama,Arun Bakshi | Suchindra Bali | Poonam Jhawer | Ayesha Jhulka,1
235,Taj Mahal: A Monument of Love,2003,Drama | History | Romance,Shahbaaz Khan | Kulbhushan Kharbanda | Poornima Pathwardhan | Raghu Raj,1
236,Waqt: The Race Against Time,2005,Comedy | Drama | Musical,Amitabh Bachchan | Akshay Kumar | Priyanka Chopra | Shefali Shetty,4
237,Dil Pardesi Ho Gayaa,2003,Romance | Drama,Kapil Jhaveri | Saloni Aswani | Amrish Puri | Ashutosh Rana,1
238,Duplicate Sholay,2002,Comedy,Devaraj | Dimple | Feroz | Reena Kapoor,2
240,Ghaav: The Wound,2002,Action | Crime | Drama,Pankaj Berry | Rahul Bhat | Seema Biswas | Gayatri,1
241,Kismat,2004,Action | Drama,Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,1
242,Pratha,2002,Action | Drama | Thriller,Deepak Bandhu | Ashney Shroff | Vicky Ahuja | Ravindra Bundela,1
243,Ishq Hai Tumse,2004,Romance,Beena Banerjee | Bipasha Basu | Mohan Gokhale | Vikram Gokhale,1
244,Mudda: The Issue,2003,Drama,Arya Babbar | Prashant Narayanan | Aditya Srivastava | Rajat Kapoor,1
245,Hadh: Life on the Edge of Death,2001,Action | Crime | Drama,Shama Deshpande | Vikram Gokhale | Ayesha Jhulka | Sharad S. Kapoor,1
246,Hum Pyar Tumhi Se Kar Baithe,2002,Musical | Romance,Jugal Hansraj | Tina Rana | Sachin Khedekar | Vishnu Sharma,1
247,Kisna: The Warrior Poet,2005,Drama | Musical | Romance,Vivek Oberoi | Isha Sharvani | Antonia Bernath | Sushmita Sen,1
248,Paisa Vasool,2004,Comedy,Manisha Koirala | Sushmita Sen | Sushant Singh | Mukesh Ahuja,1
249,Ab Tumhare Hawale Watan Saathiyo,2004,Action | Drama | Romance,Amitabh Bachchan | Akshay Kumar | Bobby Deol | Divya Khosla,1
250,Jaago,2004,Drama,Sanjay Kapoor | Raveena Tandon | Manoj Bajpayee | Puru Rajkumar,1
251,Ab Tak Chhappan,2004,Crime | Drama | Thriller,Nana Patekar | Revathy | Yashpal Sharma | Mohan Agashe,5
252,Suno Sasurjee,2004,Action | Comedy | Musical,Aftab Shivdasani | Ameesha Patel | Gulshan Grover | Asrani,1
253,Tum: A Dangerous Obsession,2004,Drama | Romance | Thriller,Manisha Koirala | Karan Nath | Rajat Kapoor | Nataneya Singh,2
254,Action Jackson,2014,Action | Drama | Romance,Sonakshi Sinha | Shahid Kapoor | Ajay Devgn | Sunil Shetty,2
255,Hum Kaun Hai?,2004,Horror | Drama | Mystery,Amitabh Bachchan | Dimple Kapadia | Dharmendra | Moushumi Chatterjee,1
256,Insaaf: The Justice,2004,Drama,Dino Morea | Namrata Shirodkar | Sanjay Suri | Henna,1
257,Raincoat,2004,Drama | Romance,Ajay Devgn | Aishwarya Rai Bachchan | Annu Kapoor | Mouli Ganguly,1
258,Murder,2004,Drama | Thriller,Mallika Sherawat | Ashmit Patel | Emraan Hashmi | Kashmira Shah,7
259,Rang De Basanti,2006,Drama,Aamir Khan | Siddharth | Sharman Joshi | Kunal Kapoor,6
260,Masti,2004,Comedy | Crime | Mystery,Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,6
261,Hawas,2004,Drama | Romance | Thriller,Shawar Ali | Tarun Arora | Madina | Meghna Naidu,2
262,Krishna Cottage,2004,Comedy | Fantasy | Horror,Sohail Khan | Isha Koppikar | Anita Hassandani | Rati Agnihotri,2
263,Muskaan,2004,Romance,Aftab Shivdasani | Gracy Singh | Parvin Dabas | Gulshan Grover,1
264,Shabd,2005,Drama,Sanjay Dutt | Aishwarya Rai Bachchan | Zayed Khan | Aakash Pandey,1
265,Bardaasht,2004,Drama,Bobby Deol | Lara Dutta | Rahul Dev | Ritesh Deshmukh,1
266,Shart: The Challenge,2004,Romance,Amrita Arora | Asrani | Snehal Dabi | Vrajesh Hirjee,1
267,Run,2004,Action | Comedy | Romance,Abhishek Bachchan | Bhoomika Chawla | Mahesh Manjrekar | Vijay Raaz,2
268,Gayab,2004,Fantasy,Rasika Joshi | Tusshar Kapoor | Ikhlaq Khan | Antara Mali,3
269,Shaadi Ka Laddoo,2004,Comedy,Sanjay Suri | Mandira Bedi | Aashish Chaudhary | Divya Dutta,2
270,Amu,2005,Drama,Konkona Sen Sharma | Yashpal Sharma | Brinda Karat | Ankur Khanna,1
271,Girlfriend,2004,Drama,Amrita Arora | Shantanu Chappana | Aashish Chaudhary | Isha Koppikar,3
272,Garv: Pride and Honour,2004,Action | Drama,Salman Khan | Shilpa Shetty | Arbaaz Khan | Farida Jalal,3
273,WOH,2004,Crime | Drama | Thriller,Priyanshu Chatterjee | Cleo Isaacs | Kasam | Ayub Khan,1
274,Dus,2005,Action | Crime | Thriller,Sanjay Dutt | Sunil Shetty | Abhishek Bachchan | Zayed Khan,4
275,Kaal,2005,Thriller | Adventure | Mystery,Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,4
276,Police Force: An Inside Story,2004,Action | Crime | Drama,Akshay Kumar | Raveena Tandon | Amrish Puri | Mohan Joshi,1
277,Vaastu Shastra,2004,Horror | Mystery,Vicky Ahuja | J.D. Chakravarthi | Ahsaas Channa | Peeya Rai Chowdhary,3
278,Elaan,2005,Action,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,1
279,Rakht,2004,Horror | Thriller,Sanjay Dutt | Sunil Shetty | Bipasha Basu | Dino Morea,1
280,Mujhse Shaadi Karogi,2004,Comedy | Romance,Salman Khan | Akshay Kumar | Priyanka Chopra | Amrish Puri,6
281,Aitraaz,2004,Drama | Thriller,Akshay Kumar | Kareena Kapoor | Priyanka Chopra | Amrish Puri,4
282,"Chot [Aaj Isko, Kal Tereko]",2004,Musical | Action | Crime,Ashutosh Rana | Sharad S. Kapoor | Nethra Raghuraman | Ganesh Yadav,1
283,Mere Jeevan Saathi,2006,Music | Romance,Akshay Kumar | Karisma Kapoor | Ameesha Patel | Gulshan Grover,1
284,Phir Hera Pheri,2006,Comedy | Crime,Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu,7
285,Baabul,2006,Drama | Family | Romance,Amitabh Bachchan | Salman Khan | Hema Malini | John Abraham,2
286,Hyderabad Blues 2,2004,Drama | Comedy,Tisca Chopra | Jyoti Dogra | Anuj Gurwara | Elahe Hiptoola,1
287,Morning Raga,2004,Drama,Shabana Azmi | Prakash Rao | Lillete Dubey | Perizaad Zorabian,1
288,Revati,2005,Drama,Kashmira Shah | Kiran Kumar | Ayub Khan | Javed Khan,1
289,Viruddh... Family Comes First,2005,Drama,Amitabh Bachchan | Sharmila Tagore | John Abraham | Sanjay Dutt,3
290,Veer-Zaara,2004,Drama | Musical | Romance,Shah Rukh Khan | Preity Zinta | Rani Mukerji | Kiron Kher,7
291,Julie,2004,Drama,Neha Dhupia | Priyanshu Chatterjee | Yash Tonk | Sanjay Kapoor,5
292,Dhoom,2004,Action | Adventure | Thriller,Abhishek Bachchan | Uday Chopra | John Abraham | Esha Deol,7
293,Fida,2004,Adventure | Romance | Thriller,Kareena Kapoor | Fardeen Khan | Shahid Kapoor | Kim Sharma,2
294,Phir Milenge,2004,Drama,Salman Khan | Abhishek Bachchan | Shilpa Shetty | Mita Vasisht,1
295,Rok Sako To Rok Lo,2004,Adventure | Musical | Romance,Sunny Deol | Yash Pandit | Manjari Phadnis | Carran Kapur,1
296,Lakeer - Forbidden Lines,2004,Action | Drama | Romance,Sunny Deol | Sunil Shetty | Sohail Khan | John Abraham,1
297,Aakhri Inteqam,2002,Action,Sudesh Berry | Anu Kashyap | Amit Pachori | Jitender,1
298,Tauba Tauba,2004,Comedy | Drama,Laxmikant Berde | Bobby Darling | Amin Gazi | Ayub Khan,4
299,Dobara,2004,Musical | Drama,Jackie Shroff | Raveena Tandon | Mahima Chaudhry | Gulshan Grover,1
300,Madhoshi,2004,Musical | Mystery | Drama,Bipasha Basu | John Abraham | Priyanshu Chatterjee | Prakash Bhardwaj,1
301,Musafir,2004,Action | Crime | Drama,Anil Kapoor | Sameera Reddy | Aditya Pancholi | Mahesh Manjrekar,2
302,Popcorn Khao! Mast Ho Jao,2004,Comedy | Drama | Romance,Akshay Kapoor | Tanisha | Yash Tonk | Deepak Tijori,1
303,Shaadi Karke Phas Gaya Yaar,2006,Romance,Salman Khan | Shilpa Shetty | Reema Lagoo | Mohnish Bahl,1
304,Tumsa Nahin Dekha,2004,Musical | Romance,Emraan Hashmi | Dia Mirza | Anupam Kher | Sharat Saxena,1
305,Sarkar,2005,Action | Crime | Drama,Amitabh Bachchan | Abhishek Bachchan | Kay Kay Menon | Supriya Pathak,5
306,AK 47,2004,Action | Thriller,Audhitya Singh | Sheetal Bavishi | Om Puri | Ashish Vidyarthi,1
307,Hatya: The Murder,2004,Action | Crime | Fantasy,Akshay Kumar | Varsha Usgaonkar | Navin Nischol | Reema Lagoo,1
308,Krrish,2006,Action | Adventure | Romance,Rekha | Hrithik Roshan | Priyanka Chopra | Sharat Saxena,8
309,Naach,2004,Musical | Drama,Antara Mali | Abhishek Bachchan | Ritesh Deshmukh | Priya Badlani,1
310,Padmashree Laloo Prasad Yadav,2005,Comedy,Sunil Shetty | Masumeh Makhija | Mahesh Manjrekar | Johnny Lever,1
311,Shukriya: Till Death Do Us Apart,2004,Musical | Drama | Family,Anupam Kher | Aftab Shivdasani | Shriya Saran | Indraneel,1
312,Taarzan: The Wonder Car,2004,Musical | Action | Drama,Vatsal Seth | Ayesha Takia | Ajay Devgn | Farida Jalal,1
313,Jo Bole So Nihaal,2005,Action,Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,1
314,Family: Ties of Blood,2006,Action | Crime | Drama,Amitabh Bachchan | Akshay Kumar | Bhoomika Chawla | Aryeman Ramsay,1
315,Hulchul,2004,Action | Comedy | Drama,Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,6
316,Khamoshh... Khauff Ki Raat,2005,Thriller,Shilpa Shetty | Juhi Chawla | Rajiv Singh | Shawar Ali,1
317,Parineeta,2005,Drama | Musical | Romance,Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,3
318,Let's Enjoy,2004,Comedy,Shomendra Bose | Aashish Chaudhary | Roshni Chopra | Arzoo Govitrikar,1
319,Insan,2005,Drama | War,Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,1
320,Kisse Pyaar Karo?n,2009,Action | Comedy | Crime,Arshad Warsi | Aashish Chaudhary | Yash Tonk | Udita Goswami,1
321,Silsiilay,2005,Drama,Tabu | Bhoomika Chawla | Riya Sen | Celina Jaitly,1
322,Fanaa,2006,Drama | Musical | Romance,Aamir Khan | Kajol | Rishi Kapoor | Tabu,7
323,Pyaar Mein Twist,2005,Comedy | Drama | Musical,Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton,1
324,Wajahh: A Reason to Kill,2004,Thriller,Arbaaz Khan | Gracy Singh | Shamita Shetty | Zulfi Sayed,1
325,Dhoom:2,2006,Action | Thriller,Abhishek Bachchan | Uday Chopra | Hrithik Roshan | Aishwarya Rai Bachchan,8
326,Mulaqaat,2002,Drama | Thriller,Vinay Anand | Arun Bakshi | Rita Bhaduri | Milind Gunaji,1
327,Dil Jo Bhi Kahey...,2005,Romance,Amitabh Bachchan | Revathy | Karan Sharma | Annabelle Wallis,1
328,Kis Kis Ki Kismat,2004,Comedy,Mallika Sherawat | Rati Agnihotri | Kurush Deboo | Tinnu Anand,1
329,Vaada,2005,Romance | Mystery | Drama,Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath,2
330,Rog,2005,Mystery | Romance | Thriller,Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma,1
331,Milenge Milenge,2010,Drama | Romance,Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,2
332,Naina,2005,Drama | Horror | Mystery,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,2
333,Page 3,2005,Drama,Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma,5
334,A Sublime Love Story: Barsaat,2005,Romance,Bobby Deol | Bipasha Basu | Priyanka Chopra | Gajendra Chouhan,3
335,Blackmail,2005,Action | Drama | Thriller,Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza,1
336,Deewane Huye Paagal,2005,Comedy | Romance,Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen,2
337,Fareb,2005,Drama | Thriller,Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi,1
338,Humko Deewana Kar Gaye,2006,Romance,Akshay Kumar | Katrina Kaif | Bipasha Basu | Bhagyashree,2
339,Karam,2005,Crime | Thriller,John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan,2
340,Main Aisa Hi Hoon,2005,Musical | Drama,Ajay Devgn | Sushmita Sen | Esha Deol | Anupam Kher,1
341,Tango Charlie,2005,Action | Drama | War,Ajay Devgn | Bobby Deol | Sanjay Dutt | Sunil Shetty,1
342,Tathastu,2006,Drama,Sanjay Dutt | Ameesha Patel | Jayapradha | Gulshan Grover,1
343,Jurm,2005,Thriller,Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor,1
344,Sheesha,2005,Drama | Romance | Thriller,Neha Dhupia | Elidh MacQueen | Niju Mavani | Nares Ngamseera,1
345,Kiss Kis Ko,2004,Musical,Chaitanya Bhosle | Sherrin Verghese | Bhumika Puri | Aparna Kumesh,1
346,Chaahat Ek Nasha...,2005,Romance,Aryan Vaid | Manisha Koirala | Preeti Jhangiani | Sharad S. Kapoor,1
347,Sins,2005,Drama | Romance,Vinod Pande | Shiney Ahuja | Seema Rahmani,2
348,Bunty Aur Babli,2005,Adventure | Comedy | Crime,Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja,7
349,Banaras,2006,Musical | Drama,Urmila Matondkar | Ashmit Patel | Dimple Kapadia | Raj Babbar,1
350,Dosti: Friends Forever,2005,Romance,Akshay Kumar | Bobby Deol | Kareena Kapoor | Lara Dutta,2
351,Lucky: No Time for Love,2005,Musical | Drama | Romance,Salman Khan | Sneha Ullal | Mithun Chakraborty | Kader Khan,3
352,Shaadi No. 1,2005,Comedy,Fardeen Khan | Zayed Khan | Sharman Joshi | Esha Deol,2
353,Chehraa,2005,Thriller,Bipasha Basu | Dino Morea | Preeti Jhangiani | Irrfan Khan,1
354,Hum Dum,2005,Comedy | Romance,Romit Raaj | Anjana Sukhani | Benjamin Gilani | Tanvi Azmi,1
355,Jodhaa Akbar,2008,Action | Adventure | Biography,Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha,5
356,Kabhi Alvida Naa Kehna,2006,Drama,Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta,5
357,Apaharan,2005,Action | Crime | Drama,Ajay Devgn | Nana Patekar | Bipasha Basu | Ayub Khan,5
358,Bachke Rehna Re Baba,2005,Comedy,Rekha | Mallika Sherawat | Paresh Rawal | Satish Shah,2
359,Kyon Ki...,2005,Drama | Romance,Salman Khan | Kareena Kapoor | Rimi Sen | Jackie Shroff,2
360,Maine Pyaar Kyun Kiya,2005,Comedy | Drama | Romance,Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan,5
361,My Wife's Murder,2005,Thriller,Anil Kapoor | Suchitra Krishnamoorthi | Nandana Sen | Rajesh Tandon,2
362,No Entry,2005,Comedy | Drama | Musical,Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu,7
363,Paheli,2005,Fantasy | Romance,Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan,3
364,Socha Na Tha,2005,Romance | Comedy,Abhay Deol | Ayesha Takia | Ayesha Jhulka | Apoorva Jha,2
365,Zeher,2005,Thriller,Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar,4
366,7 1/2 Phere: More Than a Wedding,2005,Comedy | Drama,Juhi Chawla | Irrfan Khan | Manoj Pahwa | Nina Kulkarni,1
367,Garam Masala,2005,Comedy,Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen,6
368,Iqbal,2005,Drama,Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad,4
369,Kuchh Meetha Ho Jaye,2005,Comedy | Romance,Arshad Warsi | Mahima Chaudhry | Parvin Dabas | Sandhya Mridul,1
370,Aryan: Unbreakable,2006,Drama,Sohail Khan | Sneha Ullal | Inder Kumar | Farida Jalal,1
371,Chingaari,2006,Drama,Sushmita Sen | Mithun Chakraborty | Anuj Sawhney | Ila Arun,1
372,Lage Raho Munna Bhai,2006,Comedy | Drama | Romance,Sanjay Dutt | Arshad Warsi | Vidya Balan | Boman Irani,8
373,Salaam Namaste,2005,Comedy | Drama | Romance,Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta,6
374,Fight Club: Members Only,2006,Action | Comedy,Sunil Shetty | Sohail Khan | Zayed Khan | Dino Morea,2
375,Jaan-E-Mann: Let's Fall in Love... Again,2006,Musical | Romance,Salman Khan | Akshay Kumar | Preity Zinta | Anupam Kher,2
376,Kyaa Kool Hai Hum,2005,Comedy | Mystery,Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia,6
377,Mr Ya Miss,2005,Comedy,Antara Mali | Ritesh Deshmukh | Divya Dutta | Aftab Shivdasani,2
378,Nazar,2005,Thriller,Meera | Ashmit Patel | Koel Purie | Neena Gupta,2
379,Ek Ajnabee,2005,Action | Adventure | Crime,Amitabh Bachchan | Arjun Rampal | Perizaad Zorabian | Rucha Vaidya,2
380,Home Delivery: Aapko... Ghar Tak,2005,Comedy | Romance,Vivek Oberoi | Mahima Chaudhry | Ayesha Takia | Boman Irani,1
381,Mixed Doubles,2006,Comedy | Drama,Konkona Sen Sharma | Ranvir Shorey | Koel Purie | Saurabh Shukla,2
382,Mumbai Godfather,2005,Action | Crime | Drama,Seema Biswas | Vikram Singh | Bhumika | Govind Namdeo,1
383,Shabnam Mausi,2005,Drama,Ashutosh Rana | Sujeet Chaubey | Divya Desai | Jasvvant Khera,1
384,"Gandhi, My Father",2007,Biography | Drama | History,Akshaye Khanna | Darshan Jariwala | Shefali Shetty | Bhoomika Chawla,1
385,Kahaani Gudiya Ki...: True Story of a Woman,2008,Drama,Divya Dutta | Arif Zakaria | Rajpal Yadav | Somed Agarwal,1
386,Naam Gum Jaayega,2005,Thriller,Raqesh Vashisth | Dia Mirza | Aryan Vaid | Mandira Bedi,1
387,Eklavya: The Royal Guard,2007,Action | Drama | Thriller,Amitabh Bachchan | Saif Ali Khan | Sanjay Dutt | Vidya Balan,2
388,Ek Khiladi Ek Haseena,2005,Comedy | Crime | Thriller,Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant,2
389,Kal: Yesterday and Tomorrow,2005,Drama | Mystery | Thriller,Shiney Ahuja | Murad Ali | Ahmed Chaudhary | Gopi Desai,1
390,Pyare Mohan,2006,Comedy | Drama | Romance,Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao,2
391,Don,2006,Action | Crime | Thriller,Shah Rukh Khan | Priyanka Chopra | Arjun Rampal | Isha Koppikar,6
392,02-Oct,2003,Crime,Ashutosh Rana | Saadhika | Sharat Saxena | Rocky Verma,1
393,Chup Chup Ke,2006,Comedy | Drama | Romance,Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia,4
394,Bhairav,2001,Action,Hemant Birje | Mithun Chakraborty | Jack Gaud | Brij Gopal,1
395,Chand Sa Roshan Chehra,2005,Romance,Samir Aftab | Talat Aziz | Tamannaah Bhatia | Kurush Deboo,1
396,Ssukh,2005,Comedy | Family | Romance,Aarti Chhabria | Jackie Shroff | Mahesh Anand | Rana Jung Bahadur,1
397,Khosla's Nest,2006,Comedy | Crime | Drama,Anupam Kher | Boman Irani | Parvin Dabas | Tara Sharma,4
398,The Film,2005,Drama | Thriller,Nassar Abdulla | Ravi Baswani | Rakesh Bedi | Mahima Chaudhry,1
399,Siskiyaan,2005,Drama | Thriller,Sanjay Chauhan | Neha Dhupia | Sachin Khedekar | Preeti Puri,1
400,Kasak,2005,Drama,Lucky Ali | Meera | Mukesh Tiwari | Nandini,1
401,Saawan... The Love Season,2006,Romance,Salman Khan | Saloni Aswani | Kapil Jhaveri | Prem Chopra,2
402,Yun Hota Toh Kya Hota: What If...?,2006,Drama,Konkona Sen Sharma | Irrfan Khan | Ayesha Takia | Jimmy Shergill,1
403,Neal 'N' Nikki,2005,Comedy | Musical | Romance,Uday Chopra | Tanisha | Abhishek Bachchan | Richa Pallod,2
404,Darwaza Bandh Rakho,2006,Comedy | Crime | Drama,Ishrat Ali | Abhay Bhargav | Snehal Dabi | Divya Dutta,1
405,Ram Gopal Varma's Indian Flames,2007,Action | Adventure | Comedy,Amitabh Bachchan | Mohanlal | Ajay Devgn | Vinod Jaywant,1
406,Jaane Tu... Ya Jaane Na,2008,Comedy | Drama | Romance,Imran Khan | Genelia D'Souza | Manjari Phadnis | Ayaz Khan,7
407,...Yahaan,2005,Romance,Jimmy Shergill | Minissha Lamba | Yashpal Sharma | Mukesh Tiwari,1
408,Shikhar,2005,Drama | Musical | Romance,Ajay Devgn | Shahid Kapoor | Bipasha Basu | Amrita Rao,2
409,Vaah! Life Ho Toh Aisi!,2005,Comedy | Family | Musical,Shahid Kapoor | Amrita Rao | Sanjay Dutt | Arshad Warsi,2
410,Bluffmaster!,2005,Comedy | Romance | Thriller,Abhishek Bachchan | Priyanka Chopra | Ritesh Deshmukh | Nana Patekar,5
411,God Tussi Great Ho,2008,Comedy | Drama | Romance,Amitabh Bachchan | Salman Khan | Priyanka Chopra | Anupam Kher,2
412,Aksar,2006,Drama | Romance,Rajat Bedi | Till Dilumière | Udita Goswami | Hendrik Greis,5
413,Big Brother,2007,Action | Crime,Sunny Deol | Priyanka Chopra | Vikas Anand | Manoj Bhatia,1
414,Malamaal Weekly,2006,Comedy | Drama | Romance,Paresh Rawal | Om Puri | Ritesh Deshmukh | Reema Sen,7
415,Nehlle Pe Dehlla,2007,Comedy | Thriller,Saif Ali Khan | Bipasha Basu | Neha Dhupia | Sanjay Dutt,1
416,Ramji Londonwaley,2005,Comedy | Drama | Family,Madhavan | Samita Bangargi | Satish Shah | Akhilendra Mishra,1
417,Taxi No. 9 2 11: Nau Do Gyarah,2006,Comedy | Drama | Thriller,Nana Patekar | John Abraham | Sonali Kulkarni | Sameera Reddy,5
418,"Tom, Dick, and Harry",2006,Comedy | Romance,Rakesh Bedi | Bobby Darling | Avtar Gill | Gulshan Grover,4
419,36 China Town,2006,Comedy | Mystery | Thriller,Akshaye Khanna | Kareena Kapoor | Shahid Kapoor | Paresh Rawal,5
420,Aashiq Banaya Aapne: Love Takes Over,2005,Drama | Romance | Thriller,Tanushree Dutta | Preeti Ganguli | Emraan Hashmi | Ashwini Khalsekar,3
421,Bengal Tiger,2001,Action | Crime,Sandeep Bedi | Mithun Chakraborty | Roshini Jaffery | Raushani Jaffrey,1
422,Sehar,2005,Action | Crime | Drama,Arshad Warsi | Pankaj Kapur | Mahima Chaudhry | Sushant Singh,2
423,Koi Mere Dil Mein Hai,2005,Drama,Dia Mirza | Sadashiv Amrapurkar | Rita Bhaduri | Birbal,1
424,Gumnam Qatil,2001,Horror,Yunus Parvez | Mahesh Raj | Ghanshyam Rohera | Rakesh,1
425,Pyaar Ke Side Effects,2006,Comedy | Drama | Romance,Rahul Bose | Mallika Sherawat | Ranvir Shorey | Sharat Saxena,3
426,Ek Aur Visphot,2002,Crime,Makrand Deshpande | Kishori Godbole | Raza Murad | Mahavir Shah,1
427,Kyon?,2003,Crime,Vinay Apte | Ashok Beniwal | Chaitanya Chaudhary | Rahul Dev,1
428,Bullet: Ek Dhamaka,2005,Action | Drama,Benjamin Gilani | Natalya Gudkova | Iqbal Khan | Asseem Merchant,1
429,Marshal,2002,Action,Ishrat Ali | Liyaqat Bari | Mithun Chakraborty | Charulatha,1
430,Miss India: The Mystery,2003,Mystery,Priyanka Chopra | Neha Dhupia | Dolly | Supriya Karnik,1
431,Salaam-E-Ishq,2007,Comedy | Drama | Musical,Salman Khan | Priyanka Chopra | Anil Kapoor | Juhi Chawla,1
432,Jawani Diwani: A Youthful Joyride,2006,Romance,Emraan Hashmi | Celina Jaitly | Hrishitaa Bhatt | Mahesh Manjrekar,2
433,"Main, Meri Patni... Aur Woh!",2005,Comedy | Drama | Romance,Naseeruddin Shah | Rajpal Yadav | Rituparna Sengupta | Kay Kay Menon,1
434,Umrao Jaan,2006,Drama | Romance,Aishwarya Rai Bachchan | Shabana Azmi | Sunil Shetty | Abhishek Bachchan,1
435,Time Pass,2005,Romance,Sherlyn Chopra | Tanaaz Currim Irani | Adi Irani | Monica Patel,1
436,London Dreams,2009,Musical,Salman Khan | Om Puri | Ajay Devgn | Dilyana Bouklieva,2
437,Chand Bujh Gaya,2005,Drama | Thriller,Mukesh Ahuja | Ishrat Ali | Aliza | Neha Bam,1
438,Chetna: The Excitement,2005,Thriller,Jatin Grewal | Navneet Kaur | Kiran Kumar | Payal Rohatgi,1
439,Darwaza,2002,Horror,Arun Mathur | Anil Nagrath | Amit Pachori | Sapna,1
440,Mazaa Mazaa,2005,Romance,Farid Amiri | Mridula Baruah | Pankaj Berry | Camila Bordonaba,1
441,Corporate,2006,Drama,Bipasha Basu | Kay Kay Menon | Raj Babbar | Rajat Kapoor,4
442,Omkara,2006,Action | Crime | Drama,Ajay Devgn | Kareena Kapoor | Saif Ali Khan | Konkona Sen Sharma,2
443,Welcome,2007,Comedy | Crime | Drama,Akshay Kumar | Nana Patekar | Anil Kapoor | Mallika Sherawat,7
444,Hanuman,2005,Animation,Archi | Rajesh Jolly | Mukesh Khanna | Sushmita Mukherjee,5
445,Koi Aap Sa: But Lovers Have to Be Friends,2005,Comedy | Drama | Romance,Aftab Shivdasani | Anita Hassandani | Dipannita Sharma | Himanshu Malik,1
446,Zinda,2006,Action | Adventure | Drama,Sanjay Dutt | John Abraham | Lara Dutta | Celina Jaitly,2
447,C U at 9,2005,Drama | Horror | Mystery,Isaiah | Malavikka | Kanksha | Marlon Rodrigues,1
448,Double Cross: Ek Dhoka,2005,Comedy,Ayesha Jhulka | Negar Khan | Sahil Khan,1
449,"Good Boy, Bad Boy",2007,Comedy | Musical | Romance,Tusshar Kapoor | Emraan Hashmi | Isha Sharvani | Tanushree Dutta,2
450,Shaadi Se Pehle,2006,Comedy | Musical | Romance,Akshaye Khanna | Ayesha Takia | Mallika Sherawat | Sunil Shetty,2
451,Love Story 2050,2008,Action | Adventure | Drama,Harman Baweja | Priyanka Chopra | Boman Irani | Archana Puran Singh,1
452,Sarkar Raj,2008,Action | Crime | Drama,Amitabh Bachchan | Abhishek Bachchan | Aishwarya Rai Bachchan | Ravi Kale,3
453,Gangobai,2002,Action,Prithvi | Satnam Kaur | Durgesh Nandni | Kiran Kumar,1
454,Kaaboo,2002,Action,Rajat Bedi | Sudesh Berry | Abhay Bhargav | Ishwar,1
455,Meri Aashiqui,2005,Romance,Rahul Roy | Himani Shivpuri | Prithvi Zutshi,1
456,Raghu More: Bachelor of Hearts,2003,Comedy,Anamika Goel | Sonika Kapoor | Mangala Kenkre | Faraha Khan,1
457,Prarambh,2004,Drama,Mukesh Bhatt | Shama Deshpande | Sanjay Gandhi | Vijay Gupta,1
